	Z	Initial_Ion	Initial Level	Final_Ion	Final Level	N	L	2S+1	Temperature	Rate
6452	14	98	1	97	4	12	0	2	8.617300e-04	1.432783e-09
6453	14	98	1	97	4	12	0	2	1.084854e-03	1.265465e-09
6454	14	98	1	97	4	12	0	2	1.365750e-03	1.116761e-09
6455	14	98	1	97	4	12	0	2	1.719377e-03	9.846921e-10
6456	14	98	1	97	4	12	0	2	2.164568e-03	8.674412e-10
6457	14	98	1	97	4	12	0	2	2.725030e-03	7.635011e-10
6458	14	98	1	97	4	12	0	2	3.430609e-03	6.719387e-10
6459	14	98	1	97	4	12	0	2	4.318881e-03	5.931034e-10
6460	14	98	1	97	4	12	0	2	5.437148e-03	5.288708e-10
6461	14	98	1	97	4	12	0	2	6.844964e-03	4.809504e-10
6462	14	98	1	97	4	12	0	2	8.617300e-03	4.479818e-10
6463	14	98	1	97	4	12	0	2	1.084854e-02	4.246590e-10
6464	14	98	1	97	4	12	0	2	1.365750e-02	4.038501e-10
6465	14	98	1	97	4	12	0	2	1.719377e-02	3.798572e-10
6466	14	98	1	97	4	12	0	2	2.164568e-02	3.502032e-10
6467	14	98	1	97	4	12	0	2	2.725030e-02	3.154787e-10
6468	14	98	1	97	4	12	0	2	3.430608e-02	2.780160e-10
6469	14	98	1	97	4	12	0	2	4.318881e-02	2.406521e-10
6470	14	98	1	97	4	12	0	2	5.437148e-02	2.059396e-10
6471	14	98	1	97	4	12	0	2	6.844966e-02	1.756588e-10
6472	14	98	1	97	4	12	0	2	8.617300e-02	1.504840e-10
6473	14	98	1	97	4	12	0	2	1.084854e-01	1.299691e-10
6474	14	98	1	97	4	12	0	2	1.365750e-01	1.130055e-10
6475	14	98	1	97	4	12	0	2	1.719377e-01	9.842381e-11
6476	14	98	1	97	4	12	0	2	2.164568e-01	8.540837e-11
6477	14	98	1	97	4	12	0	2	2.725030e-01	7.363762e-11
6478	14	98	1	97	4	12	0	2	3.430608e-01	6.313928e-11
6479	14	98	1	97	4	12	0	2	4.318881e-01	5.405048e-11
6480	14	98	1	97	4	12	0	2	5.437148e-01	4.636601e-11
6481	14	98	1	97	4	12	0	2	6.844966e-01	3.992088e-11
6482	14	98	1	97	4	12	0	2	8.617300e-01	3.443497e-11
6483	14	98	1	97	4	12	0	2	1.084854e+00	2.964149e-11
6484	14	98	1	97	4	12	0	2	1.365749e+00	2.540385e-11
6485	14	98	1	97	4	12	0	2	1.719378e+00	2.171699e-11
6486	14	98	1	97	4	12	0	2	2.164568e+00	1.864663e-11
6487	14	98	1	97	4	12	0	2	2.725030e+00	1.624052e-11
6488	14	98	1	97	4	12	0	2	3.430608e+00	1.440787e-11
6489	14	98	1	97	4	12	0	2	4.318879e+00	1.299272e-11
6490	14	98	1	97	4	12	0	2	5.437151e+00	1.190968e-11
6491	14	98	1	97	4	12	0	2	6.844966e+00	1.133184e-11
6492	14	98	1	97	4	12	0	2	8.617300e+00	1.164663e-11
6493	14	98	1	97	4	12	0	2	1.084854e+01	1.308882e-11
6494	14	98	1	97	4	12	0	2	1.365749e+01	1.538862e-11
6495	14	98	1	97	4	12	0	2	1.719378e+01	1.785663e-11
6496	14	98	1	97	4	12	0	2	2.164568e+01	1.984266e-11
6497	14	98	1	97	4	12	0	2	2.725030e+01	2.109598e-11
6498	14	98	1	97	4	12	0	2	3.430608e+01	2.171699e-11
6499	14	98	1	97	4	12	0	2	4.318879e+01	2.185246e-11
6500	14	98	1	97	4	12	0	2	5.437151e+01	2.150307e-11
6501	14	98	1	97	4	12	0	2	6.844966e+01	2.058261e-11
6502	14	98	1	97	4	12	0	2	8.617300e+01	1.905460e-11
6503	14	98	1	97	4	12	0	2	1.084854e+02	1.701374e-11
6504	14	98	1	97	4	12	0	2	1.365749e+02	1.466560e-11
6505	14	98	1	97	4	12	0	2	1.719378e+02	1.223488e-11
6506	14	98	1	97	4	12	0	2	2.164568e+02	9.924309e-12
6507	14	98	1	97	4	12	0	2	2.725030e+02	7.857781e-12
6508	14	98	1	97	4	12	0	2	3.430608e+02	6.096772e-12
6509	14	98	1	97	4	12	0	2	4.318879e+02	4.654790e-12
6510	14	98	1	97	4	12	0	2	5.437151e+02	3.505902e-12
6511	14	98	1	97	4	12	0	2	6.844966e+02	2.612763e-12
6512	14	98	1	97	4	12	0	2	8.617300e+02	1.930188e-12
6513	14	98	1	97	4	12	0	2	1.084854e+03	1.416447e-12
6514	14	98	1	97	4	12	0	2	1.365749e+03	1.033712e-12
6515	14	98	1	97	4	12	0	2	1.719378e+03	7.511039e-13
6516	14	98	1	97	4	12	0	2	2.164568e+03	5.440020e-13
